Unnamed: 0,Username,Link,Text,Human,Date
,alfarizir07,https://www.tiktok.com/@alfarizir07,keren kecantikan host nya jadi senjata ampuh buat marketing,Positif,2024-01-10
,mulukk._29,https://www.tiktok.com/@mulukk._29,berbohong ngomong gitu karena di bayar,Negatif,2024-01-10
,pakzega67,https://www.tiktok.com/@pakzega67,mantap host nya selalu bikin pelanggan balik,Positif,2024-01-10
,hollowness4me,https://www.tiktok.com/@hollowness4me,Dari awal beli selalu suka sama wangi nya ,Positif,2024-01-10
,qkirock,https://www.tiktok.com/@qkirock,parah banget pengiriman nya lama side effect aku belum sampai sampai ini,Negatif,2024-01-09
,achmad_r727,https://www.tiktok.com/@achmad_r727,dominant wangi nya emang tidak ada yang nandingin untuk parfum lokal,Positif,2024-01-09
,bbg_tabaka98,https://www.tiktok.com/@bbg_tabaka98,wangi nya cuma sebentar aja,Negatif,2024-01-09
,alfito0912,https://www.tiktok.com/@alfito0912,aku pernah beli tapi beda jangan sampai palsu bang karena bungkus nya tidak ada,Negatif,2024-01-09
,jennqt0000,https://www.tiktok.com/@jennqt0000,Harum nya biasa aja kaya parfum pinggir jalan,Negatif,2024-01-09
,oneinside_,https://www.tiktok.com/@oneinside_,viral banget perasaan ini parfum,Positif,2024-01-09
,mas_iyzam,https://www.tiktok.com/@mas_iyzam,dari dulu nunggu dominant yang lima puluh mili tidak pernah ada hadeh,Negatif,2024-01-09
,alitwibisana,https://www.tiktok.com/@alitwibisana,tidak enak bau nya kaya cewek murahan,Negatif,2024-01-09
,_mhdimron,https://www.tiktok.com/@_mhdimron,BOHONG gak tahan lama,Negatif,2024-01-08
,kristianpangestu1,https://www.tiktok.com/@kristianpangestu1,Kalo sarah viloid yang di jadiin iklan auto beli ,Negatif,2024-01-08
,ikky9797,https://www.tiktok.com/@ikky9797,wangi nya enak banget dua hari gak hilang hilangg makai satu semprot aja udah wangi dan tahan lama rekomendasi banget jujur,Positif,2024-01-08
,nendranur,https://www.tiktok.com/@nendranur,"ternyata bukan eau de parfum, tapi extrait de parfum pantes awet",Positif,2024-01-08
,rija_34,https://www.tiktok.com/@rija_34,beli mr crush sama dominant enak banget wangi biasa nya aku campur ,Positif,2024-01-08
,fuad85,https://www.tiktok.com/@fuad85,Alhamdulillah sudah sampai barang nya dan harum nya enak sekali awet juga,Positif,2024-01-08
,riicko.saputraa,https://www.tiktok.com/@riicko.saputraa,di rumah masih ada dua dominant sama side effect kak orang satu rumah pada suka sama aroma nya,Positif,2024-01-08
,arifkuya,https://www.tiktok.com/@arifkuya,punya aku sudah lima hari belum di kirim,Negatif,2024-01-08
,rzetzet,https://www.tiktok.com/@rzetzet,pantesan saya pesen yang palsu warna ijo bener sih murah tapi aroma nya tidak enak banget,Negatif,2024-01-08
,ncmpg9bnotnyxqtjr,https://www.tiktok.com/@ncmpg9bnotnyxqtjr,bingung milih yang mana parfum nya enak semua sih,Positif,2024-01-08
,delzaays,https://www.tiktok.com/@delzaays,Scentplus terbaik asli aku pakai yang pro player wangi banget di badan pakai nya biar wangi tahan lama,Positif,2024-01-08
,duta_shampooo_lain,https://www.tiktok.com/@duta_shampooo_lain,dominant yang lima puluh mili habis yah kak dari lama mau beli tapi abis terus,Negatif,2024-01-08
,ff270003,https://www.tiktok.com/@ff270003,Kalau aku biasa nya hrny sama mr crush putih aku langsung campur parfum itu mantap sih bau nya,Positif,2024-01-08
,rnaldy.99,https://www.tiktok.com/@rnaldy.99,Kalau HRNY bener wangi banget dari pintu atau jarak lima meter sudah kecium ,Positif,2024-01-08
,anazharsaputra,https://www.tiktok.com/@anazharsaputra,pengiriman nya lama kak,Negatif,2024-01-07
,amin_gmail.com,https://www.tiktok.com/@amin_gmail.com,bau nya biasa saja tidak sesuai sama harga nya yang mahal,Negatif,2024-01-07
,yuuuuuuzzz1,https://www.tiktok.com/@yuuuuuuzzz1,paket aku belum sampai sampai kak sudah satu minggu,Negatif,2024-01-07
,kenkenn168,https://www.tiktok.com/@kenkenn168,aku semprot di baju jadi kuning baju aku parah banget,Negatif,2024-01-07
,fahmi.alfahmi,https://www.tiktok.com/@fahmi.alfahmi,wangi nya kok gak tahan lama ka,Negatif,2024-01-07
,muhammadrisqi15,https://www.tiktok.com/@muhammadrisqi15,gak dapet photocard huhu padahal sudah centang photocard nya,Negatif,2024-01-07
,rakafaturrahmanghifari,https://www.tiktok.com/@rakafaturrahmanghifari,kak kok dominant yang lima puluh mili belum ada ada mau beli nih,Netral,2024-01-07
,dek.candra0,https://www.tiktok.com/@dek.candra0,kak cairan nya kan warna kuning kalo di baju putih warna nya nempel atau gak kak?,Netral,2024-01-07
,canaldepan,https://www.tiktok.com/@canaldepan,foto card sexy di tambah lima sticker aku suka banget ,Positif,2024-01-07
,kurtubimenye,https://www.tiktok.com/@kurtubimenye,harum parfum nya,Positif,2024-01-07
,esaputra333,https://www.tiktok.com/@esaputra333,parfum scentplus favorite saya nih dominant HRNY side effect pro player her pro player for him Mr crush top banget saya sudah tujuh kali beli nanti bakalan beli lagi,Positif,2024-01-07
,ariono788,https://www.tiktok.com/@ariono788,parah lama banget gak di kirim kirim aku beli tanggal empat sekarang tanggal tujuh paket aku masih di Cirebon,Negatif,2024-01-07
,prass4426,https://www.tiktok.com/@prass4426,kalo beli offline apakah harga nya sama kak,Netral,2024-01-07
,enriga005,https://www.tiktok.com/@enriga005,yang varian sepuluh mili tolong di ada kan karena pengen nyoba,Positif,2024-01-07
,hiau_ikky,https://www.tiktok.com/@hiau_ikky,dominat jujur awet banget wangi nya,Positif,2024-01-07
,felixogi1,https://www.tiktok.com/@felixogi1,aku beli asli terus jujur side effect gak tahan lama aroma nya,Negatif,2024-01-07
,mhmdridhofbrnsyh_,https://www.tiktok.com/@mhmdridhofbrnsyh_,side effect emang terbaik saya makai dari 2022 gak pernah kecewa sama wangi nya,Positif,2024-01-07
,adii_koffler,https://www.tiktok.com/@adii_koffler,saya sudah beli dari tanggal tiga sampai sekarang masih belum datang sangat lama sekali dan menurut saya itu gak wajar,Negatif,2024-01-07
,uhukk45432,https://www.tiktok.com/@uhukk45432,gak tahan lama gak sampai satu jam sudah hilang padahal gak kemana mana nyesel banget beli dominant,Negatif,2024-01-07
,m.ryu_85,https://www.tiktok.com/@m.ryu_85,sudah beli kak perdana mudahan sesuai iklan dan gak mengecewakan,Negatif,2024-01-07
,e_cak_les,https://www.tiktok.com/@e_cak_les,Alhamdulillah pesenan aku juga nyampe DOMINANT EMANG ENAK BANGET PASTI BELI DI SINI LAGI NANTI,Positif,2024-01-06
,_ditzz.27,https://www.tiktok.com/@_ditzz.27,sumpah sudah aku beli bau nya enak banget,Positif,2024-01-06
,mas.ul07,https://www.tiktok.com/@mas.ul07,puas banget sama wangi dominant nya gak sia sia pesan hampir tiga minggu baru sampe kemaren selanjut nya beli lagi di sini,Negatif,2024-01-06
,secure993,https://www.tiktok.com/@secure993,kenapa harus keluar sekarang kak kenapa gak kemarin kemarin paket aku baru Dateng yang tiga puluh lima mili malah ini keluarin yang lima puluh mili kalo gitu kan mending beli yang lima puluh mili langsung,Negatif,2024-01-06
,suryak.tr,https://www.tiktok.com/@suryak.tr,tetep pesan nih kak saking suka nya sama dominant,Positif,2024-01-06
,sigitprabowo012,https://www.tiktok.com/@sigitprabowo012,sumpah dominant kerja malam pagi nya masih wangi,Positif,2024-01-06
,_bintangaja_,https://www.tiktok.com/@_bintangaja_,puas banget wangi nya tahan lama ,Positif,2024-01-06
,andymaliq,https://www.tiktok.com/@andymaliq,tidak wangi saya kecewa pesan parfum ini,Positif,2024-01-06
,lukmanulhakim536,https://www.tiktok.com/@lukmanulhakim536,aku beli dapet yang palsu,Negatif,2024-01-06
,amri.saputra,https://www.tiktok.com/@amri.saputra,Pas beli pro player waktu baru coba wangi langsung suka banget sama wangi nya,Positif,2024-01-06
,ahmadbakri458,https://www.tiktok.com/@ahmadbakri458,aku sering makai dominant sama hnry mantap wangi nya enak banget di cuci tidak hilang,Positif,2024-01-06
,a17chandra,https://www.tiktok.com/@a17chandra,enak banget seperti parfum dari thailand,Positif,2024-01-06
,rd.mkahfi,https://www.tiktok.com/@rd.mkahfi,aku mikir dominant hampir mirip wangi nya sama Baccarat yang harga nya satu jutan semakin lama wangi dominant makin mewah jujur sih aku seneng banget sama dominant,Positif,2024-01-06
,dek.candra0,https://www.tiktok.com/@dek.candra0,kak ini asli apa tidak? kemarin saya beli ternyata palsu soal nya tidak dapet kotak nya terus wangi nya tidak tahan lama,Negatif,2024-01-06
,evanluckyramadhan,https://www.tiktok.com/@evanluckyramadhan,aku baru beli parfum nya yang dominant wangi nya lembut dan wangi banget,Positif,2024-01-06
,boemifortunaparfum,https://www.tiktok.com/@boemifortunaparfum,"dua lapisan tidak pernah salah , selalu di rekomendasikan",Positif,2024-01-06
,hakiim.al,https://www.tiktok.com/@hakiim.al,kapok deh beli scentplus beli yang dominant bau nya agak agak tidak enak di hidung,Positif,2024-01-06
,babybooxoxo00,https://www.tiktok.com/@babybooxoxo00,"paket rusak, botol nya sampai pecah terbelah dua",Negatif,2024-01-06
,pendi_000,https://www.tiktok.com/@pendi_000,"nungguin scantplus ada di indomaret dan alfamart, biar gampang beli nya udah cocok banget sama semua parfum scentplus",Positif,2024-01-06
,erman_k.chova,https://www.tiktok.com/@erman_k.chova,"aku punya dua dua nya, emang sering aku campur pas makai  kata temen kantor wangi nya enak banget",Positif,2024-01-06
,yokiyoki236,https://www.tiktok.com/@kiyoki236,cuma saran coba tanya dulu ke yang udah beli aku beli yang pro player aja itu gak ke pake soal aroma nya pahit satu rumah bikin pusing kepala,Negatif,2024-01-06
,someones79,https://www.tiktok.com/@someones79,"nyesel beli yang palsu, wangi nya sebentar banget",Negatif,2024-01-05
,ganteng20022,https://www.tiktok.com/@ganteng20022,tetap dominant ga ada dua nya sampai anak tetangga nyaman,Positif,2024-01-05
,nanangnurjaman21,https://www.tiktok.com/@nanangnurjaman21,wanggi nya juga gak tahan lama,Negatif,2024-01-05
,achmadmughni630,https://www.tiktok.com/@achmadmughni630,aku beli sudah tiga hari kok belum datang ya lama banget pengiriman nya,Negatif,2024-01-05
,aldyu23,https://www.tiktok.com/@aldyu23,dominant di aku mahal banget seratus empat ribu dapat tiga puluh lima Mili,Negatif,2024-01-05
,user1458146365952,https://www.tiktok.com/@user1458146365952,maaf ka kalau yang asli beli nya di mana info dong makasih,Netral,2024-01-05
,uai71,https://www.tiktok.com/@uai71,Hampir beli yang hrny yang palsu,Negatif,2024-01-05
,degholix16,https://www.tiktok.com/@degholix16,kak paket aku kok belom dikirim kirim ? sudah seminggu ini parah banget,Negatif,2024-01-05
,mrlcmbre,https://www.tiktok.com/@mrlcmbre,sudah beli emang agak lama si dateng nya tapi tidak mengecewakan sama sekali wangi nya,Positif,2024-01-05
,sastroraharjo570,https://www.tiktok.com/@sastroraharjo570,sudah beli dan wangi nya tahan lama,Positif,2024-01-05
,titititititi111,https://www.tiktok.com/@titititititi111,"sumpah, wangi banget pokok nya, tidak salah beli ini",Positif,2024-01-05
,fuad85,https://www.tiktok.com/@fuad85,aku sudah pesan hampir dua Minggu ini barang nya belum datang aja,Negatif,2024-01-05
,hilariuzz,https://www.tiktok.com/@hilariuzz,yang ukuran lima puluh mili habis mulu ka,Negatif,2024-01-05
,dhani.2811,https://www.tiktok.com/@dhani.2811,wangi nya kayak mbah mbah tidak enak banget,Positif,2024-01-05
,ummati_jalurgaza,https://www.tiktok.com/@ummati_jalurgaza,kak pesenan saya belum Dateng sudah lima hari loh...dominant tiga puluh lima mili,Negatif,2024-01-05
,maulzzbotaxx,https://www.tiktok.com/@maulzzbotaxx,dominant di campur hrny enak banget,Positif,2024-01-05
,yawang_fy,https://www.tiktok.com/@yawang_fy,nyesal aku mesan tidak sampai sampai barang nya,Negatif,2024-01-05
,khaulffin,https://www.tiktok.com/@khaulffin,toko nya dimana kak aku juga orang cirebon,Netral,2024-01-05
,anak_baek011,https://www.tiktok.com/@anak_baek011,takut nya pas sudah beli bau nya cepet hilang soal nya pernah beli parfum macam kakak,Negatif,2024-01-05
,ini_vian12,https://www.tiktok.com/@ini_vian12,bener tuh selama aku pakai parfum dominant di ajakin cewek aku ketemuan terus,Positif,2024-01-05
,kakeklejen94,https://www.tiktok.com/@kakeklejen94,jangan jangan bau nya kaya parfum Refill yang murahan,Negatif,2024-01-05
,bodacious90,https://www.tiktok.com/@bodacious90,kalo kena baju kaos bisa kuning kaya parfum murahan,Negatif,2024-01-05
,lacr_,https://www.tiktok.com/@lacr_,nama parfum baru nya Dosa banget kak,Negatif,2024-01-05
,riicko.saputraa,https://www.tiktok.com/@riicko.saputraa,aku suka yang dominant,Positif,2024-01-05
,therapybondowoso,https://www.tiktok.com/@therapybondowoso,ciri khas nya yang asli kayak gimana,Negatif,2024-01-05
,sukaeditaja,https://www.tiktok.com/@sukaeditaja,side effect wangi nya berwibawa banget,Positif,2024-01-05
,razorx_solomon,https://www.tiktok.com/@razorx_solomon,dominant sama staycation itu juga enak banget menurut aku,Positif,2024-01-05
,ari21bontot,https://www.tiktok.com/@ari21bontot,aku sudah coba tidak terlalu tahan lama kadang suka kecewa,Positif,2024-01-05
,gannnnnnnnnnnnnnn,https://www.tiktok.com/@gannnnnnnnnnnnnnn,wangi nya  tidak tahan lama jagan beli,Negatif,2024-01-05
,rian_djenakaa,https://www.tiktok.com/@rian_djenakaa,aku sudah nyoba wangi nya bikin nyaman wanita ,Positif,2024-01-05
,puluhanwarnasenja,https://www.tiktok.com/@puluhanwarnasenja,berisik tidak enak,Positif,2024-01-05
,ompo094,https://www.tiktok.com/@ompo094,sumpah tadi saya beli side effect di scentplus indonesia wangi enak banget dan tahan lama dua hari,Positif,2024-01-04
,matchallte_,https://www.tiktok.com/@matchallte_,emang boleh side effect bikin ketagihan itu dua hari tidak hilang bau nya terbaik pokok nya,Positif,2024-01-04
,tongki100,https://www.tiktok.com/@tongki100,aroma side effect mulai kurang kak waktu baru di buka emang sih aroma nya enak tapi udh tiga hari aroma nya kurang,Positif,2024-01-04
,hafidz_puzzle,https://www.tiktok.com/@hafidz_puzzle,udah nyoba dominant side effect sma pro player semua nya enak banget,Positif,2024-01-04
,kodok.laut_02,https://www.tiktok.com/@kodok.laut_02,sudah kesekian kali nya belanja di sini dan sudah nyoba semua variant yang paling rekomendasi Dominant dan Side effect wangi nya manis lembut dan enak banget,Positif,2024-01-04
,mending.maen.epep,https://www.tiktok.com/@mending.maen.epep,kak aku pernah ketipu tapi bilang nya asli beli parfum staycation bau nya malah kaya minyak angin bau nya tidak enak banget,Positif,2024-01-04
,aa_jasund,https://www.tiktok.com/@aa_jasund,wangi sih kaya ada manis manis nya enak banget pokok nya,Positif,2024-01-04
,lanz.wota48,https://www.tiktok.com/@lanz.wota48,salah fokus sama suara host nya lembut dan sejuk banget,Positif,2024-01-04
,kuliibuk1,https://www.tiktok.com/@kuliibuk1,aku beli yang dominant pro player wangi nya lembut dan unik  banget,Positif,2024-01-04
,riski.rrrr,https://www.tiktok.com/@riski.rrrr,aku dapet foto card tokyo cantik banget,Positif,2024-01-04
,smzsvyxzboyz,https://www.tiktok.com/@smzsvyxzboyz,mewah wangi nya terbaik lah scentplus,Positif,2024-01-04
,michaelzawwaf,https://www.tiktok.com/@michaelzawwaf,aku pernah beli tidak nyampe sepuluh menit bau nya hilang,Negatif,2024-01-04
,eko_prayugo,https://www.tiktok.com/@eko_prayugo,aku sudah beli  suka banget sama wangi dominant cinta banget sama scentplus,Positif,2024-01-04
,rismautie,https://www.tiktok.com/@rismautie,suka yang dominant sama hnry premium bikin nyaman sih. kalo Di jalan ada yang pakai sampai hafal wangi nya,Positif,2024-01-04
,ibnu.kurang.turu,https://www.tiktok.com/@ibnu.kurang.turu,pas aku pake mantap wangi nya parfum terbaik,Positif,2024-01-04
,anggiwahyu32,https://www.tiktok.com/@anggiwahyu32,dominant wangi nya cepet hilang,Negatif,2024-01-04
,zkraro,https://www.tiktok.com/@zkraro,kurang suka manis dominant ,Positif,2024-01-04
,shantos_romeo,https://www.tiktok.com/@shantos_romeo,samping badan side effect depan belakang dominant campuran yang sempurna,Positif,2024-01-04
,syifha_ainun,https://www.tiktok.com/@syifha_ainun,semua komentar di balas semua keren banget parfum nya keliatan terbaik banget,Positif,2024-01-04
,31457754209,https://www.tiktok.com/@31457754209,side effect tidak enak wangi nya buat pusing,Positif,2024-01-04
,riodwiprastyo1,https://www.tiktok.com/@riodwiprastyo1,kalau bisa untuk side effect tahan lama nya di buat dua belas jam kalau bisa soal nya aku udah cocok banget sama wangi nya,Positif,2024-01-04
,jeremymimi157,https://www.tiktok.com/@jeremymimi157,admin scentplus emang keren semua komen di balesin,Positif,2024-01-04
,wisnudriverbali,https://www.tiktok.com/@wisnudriverbali,punya aku pencetan nya rusak tidak mau keluar kalau di semprot,Negatif,2024-01-04
,firmannn000,https://www.tiktok.com/@firmannn000,kak kalau beli kemaren di live datang nya berapa hari?,Negatif,2024-01-04
,fendiferdiansyah96,https://www.tiktok.com/@fendiferdiansyah96,sudah tidak penasaran sama dominant dan side effect karena udah nyoba dua dua nya wangi nya sesuai iklan enak banget,Positif,2024-01-04
,1rman33,https://www.tiktok.com/@1rman33,kak bisa lewat whatsapp tidak soal nya saya pake tik tok lite,Netral,2024-01-04
,ibad_25_,https://www.tiktok.com/@ibad_25_,sudah coba emang perfect kombinasi kedua parfum scentplus ini,Positif,2024-01-04
,farzaaa.bay,https://www.tiktok.com/@farzaaa.bay,saya beli dominant temen minta banyak banget saking enak nya  ,Positif,2024-01-04
,alvinwindiansya,https://www.tiktok.com/@alvinwindiansya,kak kalau deketin cewek dominant apa hrny,Netral,2024-01-04
,aldofebriano123,https://www.tiktok.com/@aldofebriano123,sudah beli tidak wangi parfum nya tidak sesuai iklan kecewa,Positif,2024-01-04
,stevmarbun9,https://www.tiktok.com/@stevmarbun9,tidak layak di pakai kemeja putih aku hancur gara gara parfum scentplus,Negatif,2024-01-04
,muhammad._sumbul,https://www.tiktok.com/@muhammad._sumbul,mau nanya nih kak kalo parfum side effect itu pake alkohol tidak sih?,Netral,2024-01-03
,sigitpurnomo940,https://www.tiktok.com/@sigitpurnomo940,side effect dan dominat suka semua wangi nya awet juga wangi nya,Positif,2024-01-03
,labolod,https://www.tiktok.com/@labolod,dominant terbaik kapan kapan mau beli lagi ,Positif,2024-01-03
,rebel_dom.3,https://www.tiktok.com/@rebel_dom.3,"di saya wangi nya cuma satu jam,,beli di sini juga",Negatif,2024-01-03
,fendiferdiansyah96,https://www.tiktok.com/@fendiferdiansyah96,tetap stay dominant dong wangi nya udah cocok banget tidak ada yang bisa gantiin di hati aku,Positif,2024-01-03
,bang_hayri,https://www.tiktok.com/@bang_hayri,puas banget setelah pakai dominant ,Positif,2024-01-03
,orreo.32,https://www.tiktok.com/@orreo.32,pengiriman dari mana ka?,Negatif,2024-01-03
,al_sh.13,https://www.tiktok.com/@al_sh.13,tidak enak bau nya aneh kaya nanah,Negatif,2024-01-03
,dedipedho,https://www.tiktok.com/@dedipedho,sarah viloid tidak tanya harga kenalpot lagi,Netral,2024-01-03
,kenal_iky_34,https://www.tiktok.com/@kenal_iky_34,kak makasih iya buat minyak wangi nya saya dapet yang ori kak minyak wangi nya enak saya suka,Positif,2024-01-03
,ayra_78,https://www.tiktok.com/@ayra_78,side effect bisa di beli tanpa mr crush tidak?,Positif,2024-01-03
,yudikristanto92,https://www.tiktok.com/@yudikristanto92,aku pesan sudah dua minggu belum juga di kirim,Negatif,2024-01-03
,aji.sukma7,https://www.tiktok.com/@aji.sukma7,Buat dominant yang terbaru kok tutup sama botol nya susah kepasang,Negatif,2024-01-03
,irfan_lagi.cutting,https://www.tiktok.com/@irfan_lagi.cutting,bukan masalah tidak tau yang mana palsu yang asli tapi tidak mampu beli yang asli karena mahal banget,Negatif,2024-01-03
,putra29932,https://www.tiktok.com/@putra29932,wangi nya gak tahan lama aku kecewa gak sesuai iklan,Negatif,2024-01-03
,_.ryuukii._,https://www.tiktok.com/@_.ryuukii._,dominant effect paling bikin nyaman dan senang,Positif,2024-01-03
,indrajonedy,https://www.tiktok.com/@indrajonedy,aku pakai dua dua nya itu emang sewangi dan seenak itu,Positif,2024-01-03
,imam5717,https://www.tiktok.com/@imam5717,pesan dominant tidak bakal kecewa,Positif,2024-01-03
,captain_rabbit8,https://www.tiktok.com/@captain_rabbit8,side the dominant bagus tuh nama nya,Positif,2024-01-03
,ghejho,https://www.tiktok.com/@ghejho,PINTAR SEKALI MARKETING NYA ,Positif,2024-01-03
,nopicilacap,https://www.tiktok.com/@nopicilacap,sayang aku suka dominant kata nya manis enak lembut,Positif,2024-01-03
,ayadwiwoii_,https://www.tiktok.com/@ayadwiwoii_,Kebetulan ada dominant sama side effect nyobain dikit diluar perkiraan wangi nya enak banget sumpah,Positif,2024-01-03
,twone213,https://www.tiktok.com/@twone213,aku sudah lama nyampur dominant ke botol side effect enam puluh mili yang masih setengah perbanding satu banding satu dan wangi nya terbaik ,Positif,2024-01-03
,tembok_custom,https://www.tiktok.com/@tembok_custom,"wangi nya enak, lembut manis, bikin adem  produk scentplus emang keren semua",Positif,2024-01-02
,tontonid,https://www.tiktok.com/@tontonid,pesan nya lama banget event akhir tahun dikirim tanggal lima Januari,Negatif,2024-01-02
,ciko1lanang,https://www.tiktok.com/@ciko1lanang,Lama banget pengantaran,Positif,2024-01-02
,jujutsukaisen962,https://www.tiktok.com/@jujutsukaisen962,"kaya bacarat tapi lebih bold sensasi nya aku lebih suka dominant
",Positif,2024-01-02
,rastamwww,https://www.tiktok.com/@rastamwww,Dominant sama side effect lebih enak mana kak?,Positif,2024-01-02
,desisetyawan116,https://www.tiktok.com/@desisetyawan116,ayo kak bikin parfum dominant di campur side effect suka banget sama dua wangi itu kalo di campur,Positif,2024-01-02
,zaki_17xxxxx,https://www.tiktok.com/@zaki_17xxxxx,langsung aku beli karena host nya cantik dan baik,Positif,2024-01-02
,irwandhwis04,https://www.tiktok.com/@irwandhwis04,sebelum kakak nya campur saya sudah pernah campur dulu parfrum nya kak dan wangi nya mantap banget,Positif,2024-01-02
,dilzzstay,https://www.tiktok.com/@dilzzstay,kak kalo yang buat outdor lebih cocok yang mana,Netral,2024-01-02
,winata_54321,https://www.tiktok.com/@winata_54321,sudah seminggu paket hijau aku belum sampai ini bos lama banget asli,Negatif,2024-01-02
,xiaoyanasli,https://www.tiktok.com/@xiaoyanasli,Buset ini Admin Scentplus Aktif Banget Bales komen emang cocok jadi parfum lokal nomer 1,Positif,2024-01-02
,ucoklabamba,https://www.tiktok.com/@ucoklabamba,asli kak wangi banget dominant sampe di jadiin pengharum kasur,Positif,2024-01-02
,frn390,https://www.tiktok.com/@frn390,aku beli selalu dapet yang palsu,Negatif,2024-01-02
,yourcourir,https://www.tiktok.com/@yourcourir,wangi nya bentar banget mana mahal lagi,Negatif,2024-01-01
,sultanputra28,https://www.tiktok.com/@sultanputra28,"botol nya scentplus, tapi isi nya lain",Negatif,2024-01-01
,rezafran_,https://www.tiktok.com/@rezafran_,"pembohong iklan nya
",Negatif,2024-01-01
,raisafiqranuha8,https://www.tiktok.com/@raisafiqranuha8,cowok aku pakai ini sampai nempel ke baju aku jadi kangen ,Positif,2024-01-01
,zidanolshop03,https://www.tiktok.com/@zidanolshop03,parfum bagus untuk baju aku,Positif,2024-01-01
,dikk1_03,https://www.tiktok.com/@dikk1_03,wangi nya dominant kaya bedak bayi lembut banget,Positif,2024-01-01
,notload34,https://www.tiktok.com/@notload34,cewek aku malah gak suka aroma wangi nya,Positif,2024-01-01
,asdfasdf7541,https://www.tiktok.com/@asdfasdf7541,"kak aku ngerasa wangi dari side effect gak kaya dulu daya tahan nya, sekarang cepet banget hilang",Negatif,2024-01-01
,zackstillblue,https://www.tiktok.com/@zackstillblue,jujur dominant di tambah side effect emang seenak itu kalo di campur,Positif,2024-01-01
,antwill24,https://www.tiktok.com/@antwill24,Dominant di tambah Side Effect = Bau Surga saking enak nya,Positif,2024-01-01
,tembok_custom,https://www.tiktok.com/@tembok_custom,Dominant dan side effect dua parfum andalan aku,Positif,2024-01-01
,yahahahaha1011,https://www.tiktok.com/@yahahahaha1011,dominant sudah jadi parfum utama aku karena sudah cocok sama wangi nya,Positif,2024-01-01
,anakmapa__1,https://www.tiktok.com/@anakmapa__1,side effect terlalu pekat jadi nya bikin pusing,Negatif,2024-01-01
,bagazzssaputtra,https://www.tiktok.com/@bagazzssaputtra,Dari dulu punya aku juga aku campur wangi nya enak,Positif,2024-01-01
,alie_new24,https://www.tiktok.com/@alie_new24,"lebih suka dominant wangi nya segar, ramah dan tidak bikin pusing",Positif,2024-01-01
,wahyuilahi540,https://www.tiktok.com/@wahyuilahi540,kak saya beli parfum dominant kok bau nya hampir sama kaya parfum kasturi ya kak enak dan mewah banget bau nya,Positif,2024-01-01
,tinkblazell_,https://www.tiktok.com/@tinkblazell_,dari lama aku kaya gini tapi pake for him dan dominat wangi nya lembut dan manis banget,Positif,2024-01-01
,kaceangnn_,https://www.tiktok.com/@kaceangnn_,pengemasan rusak,Negatif,2024-01-01
,donil_matah,https://www.tiktok.com/@donil_matah,pro player bikin baju putih aku kuning kena parfum nya jadi kecewa sama scentpluts,Negatif,2024-01-01
,hamdanilestaluhu,https://www.tiktok.com/@hamdanilestaluhu,aku beli di lazada malah palsu semua,Negatif,2024-01-01
,malvinogilardino,https://www.tiktok.com/@malvinogilardino,side effect suka banget sama wangi nya,Positif,2023-12-31
,lovroaliyen,https://www.tiktok.com/@lovroaliyen,auto beli kalo host nya cantik gini,Positif,2023-12-31
,dianmardiansyah02,https://www.tiktok.com/@dianmardiansyah02,bohong saya aja sudah beli tiga kali tetap aja jomblo ,Negatif,2023-12-31
,annanurbaiti,https://www.tiktok.com/@annanurbaiti,"Kalau aku lebih suka sama dominant, wangi nya tidak kalah sama parfum luar negeri",Positif,2023-12-31
,sonybangun,https://www.tiktok.com/@sonybangun,kalo boleh saran sih kalo bisa ketahanan wangi nya agak dibuat lebih tahan lama biar makin mantap parfum nya,Positif,2023-12-31
,my.bee11,https://www.tiktok.com/@my.bee11,tadi sore baru datang dominant lima puluh mili emang wangi sesuai iklan nya,Positif,2023-12-31
,bestie_on.line,https://www.tiktok.com/@bestie_on.line,bakal stok banyak kalo jadi buat nya  dua parfum paling enak aku rela nimbun biar tidak kehabisan ,Negatif,2023-12-31
,dealwithdel,https://www.tiktok.com/@dealwithdel,TOLONG ADMIN SCENTPLUS BUATIN VARIAN DOMINANT DI CAMPUR SIDE EFFECT,Positif,2023-12-31
,milanisti955,https://www.tiktok.com/@milanisti955,akhir nya bakal ada varian baru lagi dari scentplus pasti bakal viral nih kalo sudah jadi,Positif,2023-12-31
,sixteen_march,https://www.tiktok.com/@sixteen_march,aku dukung kak pasti bakalan bagus nih dominant dan side effect,Positif,2023-12-31
,labolod,https://www.tiktok.com/@labolod,aku sudah punya kedua nya pas nyoba langsung ketagihan sama wangi nya,Positif,2023-12-31
,areef196,https://www.tiktok.com/@areef196,ONS di tambah Proplayer tidak kalah wangi nya lembut dan sejuk banget,Positif,2023-12-31
,ivanadhitya3,https://www.tiktok.com/@ivanadhitya3,hrny dulu sama sekarang kok kualitas kayak menurun sekarang kayak lebih cepet hilang bau nya kurang tahan lama tidak kaya dulu,Negatif,2023-12-31
,rizkysaputraa044,https://www.tiktok.com/@rizkysaputraa044,buat parfum lokal dominant tidak ada lawan nya sudah paling terbaik,Positif,2023-12-30
,dixie_yourmine,https://www.tiktok.com/@dixie_yourmine,aku sudah pernah beli nyesel banget beli belum sampai lima menit sudah hilang tuh bau‍,Negatif,2023-12-30
